Name,Latin name,Other names,Relative growing difficulty,Growing difficulty : Soil,Growing difficulty : Pests,Care difficulty,Height,Planting distance,Sowing depth,Coldest USDA hardiness zone,Category,Scientific family,Plant group,Can be harvested from year,Plant diseases,Pests,Soil PH,Preferred soil type,Sunshine needed,Soil drainage,Zone 2 - Time to plant,Zone 2 - Time to harvest,Zone 3 - Time to plant,Zone 3 - Time to harvest,Zone 4 - Time to plant,Zone 4 - Time to harvest,Zone 5 - Time to plant,Zone 5 - Time to harvest,Zone 6 - Time to plant,Zone 6 - Time to harvest,Zone 7 - Time to plant,Zone 7 - Time to harvest,Zone 8 - Time to plant,Zone 8 - Time to harvest,Zone 9 - Time to plant,Zone 9 - Time to harvest,Zone 10 - Time to plant,Zone 10 - Time to harvest,Zone 11 - Time to plant,Zone 11 - Time to harvest,Image URL
Rapini,Brassica rapa subsp. rapa,"Broccoli raab, broccoli rabe",4,1,4,4,15,5,0.5,3,Flowers & flower buds,Brassicaceae,No group,0,"Clubroot,","Cabbage aphids,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/broccoli-rabe-rapini-brassica-rapa-60x45.jpg
Red Bell Pepper,Capsicum annuum,,2,3,4,2,24,18,0.25,3,Fruits,Solanaceae,Pepper,0,"Blossom-end rot,Cucumber mosaic virus,","Aphids,Borers,Tarnished plant bugs,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,June,March,May,","August,July,","April,June,March,May,","August,July,","April,February,March,May,","August,July,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,June,","April,February,March,May,","August,July,June,","April,December,March,","July,June,","April,December,March,","July,June,",,,https://cdn.sympathink.com/wp-content/uploads/red-bell-pepper-capsicum-annuum-60x51.jpg
Red Cabbage,Brassica oleracea  var. capitata,"Purple cabbage, Red kraut, Blue kraut",5,5,5,5,18,18,0.5,3,Leaf,Brassicaceae,Cabbage,0,"Black leg,Black rot,Cabbage yellows,Clubroot,Purple blotch,","Cabbage aphids,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Nematodes,Slugs,","Neutral,Slightly acidic,","Loam,","Full sun,","Well-drained,",,,"April,August,July,June,March,May,September,","August,July,June,May,October,September,","April,August,July,June,March,May,September,","August,July,June,May,October,September,","April,August,July,June,March,May,September,","August,July,June,May,November,October,September,","April,August,July,June,March,May,September,","August,July,June,May,November,October,September,","April,February,March,","July,June,May,","April,February,March,","July,June,May,","December,February,January,March,","April,February,July,June,March,May,","December,February,January,March,","April,February,July,June,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/red-cabbage-brassica-oleracea-capitata-60x45.jpg
Red Leaf Lettuce,Lactuca sativa,,5,5,5,5,10,8,0.5,3,Leaf,Asteraceae,Lettuce,0,"Damping off,Downy mildew,Fusarium,Mosaic virus,","Aphids,Cabbage loopers,Cutworms,Leafhoppers,Leafminers,Slugs,Wireworms,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,Part shade,","High moisture,Well-drained,",,,"April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,November,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,November,October,September,","April,August,July,June,May,November,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,November,October,September,","April,August,July,June,March,May,September,","April,August,December,February,January,July,June,March,May,October,September,","April,August,December,February,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,October,September,","April,August,December,February,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/red-leaf-lettuce-lactuca-sativa-60x45.jpg
Red Lentil,Lens culinaris,,2,2,3,2,21,4.5,0.5,3,Podded,Fabaceae,Lentil,0,"Ascochyta blight,","Aphids,Weevils,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Loose,Well-drained,",,,"July,June,May,","August,October,September,","July,June,May,","August,October,September,","June,May,","August,September,","April,June,May,","August,September,","April,June,May,","August,July,September,","April,June,May,","August,July,September,","April,March,October,September,","August,December,January,July,June,","April,March,October,September,","August,December,January,July,June,",,,https://cdn.sympathink.com/wp-content/uploads/red-lentil-lens-culinaris-60x40.jpg
Red Onion,Allium cepa,,3,3,4,3,24,4,0.25,3,Bulb & stem,Amaryllidaceae,Onion,0,"Purple blotch,","Onion maggots,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,March,May,","August,September,","April,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,September,","December,February,January,March,November,","April,August,July,June,March,May,","December,February,January,March,November,","April,August,July,June,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/red-onion-allium-cepa-60x40.jpg
Red Potato,Solanum tuberosum (Phureja Group),,5,4,3,5,27,10,4,3,Root and tuberous,Solanaceae,Potato,0,"Early blight,Late blight,Scab,","Aphids,Colorado potato beetles,Flea beetles,Leafhoppers,","Acidic,","Sandy,","Full sun,","Loose,Well-drained,",,,"June,May,","August,July,October,September,","June,May,","August,July,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,","August,July,June,May,September,","April,March,","August,July,June,May,September,","April,March,October,September,","August,December,July,June,May,November,October,September,","April,March,October,September,","August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/red-potato-solanum-tuberosum-60x45.jpg
Red Russian Kale,Brassica oleracea  (Acephala Group),,1,2,1,2,27,15,0.5,2,Leaf,Brassicaceae,Kale,0,"Alternaria,Black rot,Blackleg,Clubroot,","Aphids,Birds,Cabbage loopers,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Nematodes,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,Part shade,","Well-drained,","April,July,June,March,May,","August,July,June,May,","April,August,July,June,May,September,","August,July,June,May,October,September,","April,August,July,June,May,September,","August,July,June,May,October,September,","April,August,July,June,March,May,","April,August,July,June,May,October,September,","April,August,July,June,March,May,","April,August,July,June,May,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/red-russian-kale-brassica-oleracea-60x45.jpg
Rhubarb Red Swiss Chard,Beta vulgaris,,1,4,1,2,15,6,0.5,3,Leaf,Amaranthaceae,Chard,0,"Downy mildew,Leaf spots,","Aphids,Leafminers,","Neutral,Slightly acidic,Slightly alkaline,","High in organic matter,Loam,","Full sun,","Well-drained,",,,"August,July,June,May,","August,July,June,October,September,","August,July,June,May,","August,July,June,October,September,","April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,May,September,","August,July,June,May,September,","April,August,July,June,May,September,","August,July,June,May,September,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,March,May,November,October,September,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/rhubarb-red-swiss-chard-beta-vulgaris-60x50.jpg
Rober Cauliflower,Brassica oleracea var. botrytis,,5,1,5,5,18,20,0.5,3,Flowers & flower buds,Brassicaceae,Cauliflower,0,"Black rot,Blackleg,Cabbage yellows,Clubroot,Purple blotch,","Cabbage aphids,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/rhubarb-red-swiss-chard-beta-vulgaris-60x50.jpg
Rock morning glory,Ipomoea costata,Bush potato,2,5,4,1,120,12,4,8,Root and tuberous,Convolvulaceae,No group,0,"Blight,Damping off,Grey mold,Powdery mildew,Stem rot,Viruses,","Aphids,Caterpillars,Thrips,","Neutral,","Clay,Loam,Sandy,","Full sun,Part shade,","High moisture,Well-drained,",,,,,,,,,,,,,"June,May,","August,September,","April,May,","August,July,","April,March,","July,June,","February,March,","June,May,",https://cdn.sympathink.com/wp-content/uploads/rock-morning-glory-ipomoea-costata-60x40.jpg
Roma Tomato,Solanum lycopersicum,,3,3,3,4,60,18,0.5,3,Fruits,Solanaceae,Tomato,0,"Blossom-end rot,Catface,Early blight,Fusarium wilt,Late blight,Verticillium wilt,","Aphids,Colorado potato beetles,Cutworms,Flea beetles,Tomato hornworms,Whiteflies,","Acidic,","Loam,","Full sun,","High moisture,Well-drained,",,,"April,June,March,May,","August,September,","April,June,March,May,","August,September,","April,March,May,","August,October,September,","April,March,May,","August,October,September,","April,February,March,May,","August,July,June,","April,February,March,May,","August,July,June,","April,August,February,January,July,June,March,May,September,","August,July,June,May,November,October,September,","April,August,February,January,July,June,March,May,September,","August,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/roma-tomato-solanum-lycopersicum-60x40.jpg
Romaine Lettuce,Lactuca sativa var. longifolia,Cos lettuce ,5,5,5,5,18,8,0.5,3,Leaf,Asteraceae,Lettuce,0,"Damping off,Downy mildew,Fusarium,Mosaic virus,","Aphids,Cabbage loopers,Cutworms,Leafhoppers,Leafminers,Slugs,Wireworms,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,Part shade,","High moisture,Well-drained,",,,"April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,November,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,November,October,September,","April,August,July,June,May,November,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,November,October,September,","April,August,July,June,March,May,September,","April,August,December,February,January,July,June,March,May,October,September,","April,August,December,February,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,October,September,","April,August,December,February,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/romaine-lettuce-lactuca-sativa-longifolia-60x40.jpg
Romanseco Broccoli,Brassica oleracea var. italica,,4,1,4,4,30,16,0.5,3,Flowers & flower buds,Brassicaceae,Broccoli,0,"Clubroot,","Cabbage aphids,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/romanseco-broccoli-brassica-oleracea-italica-60x40.jpg
Root Chervil,Chaerophyllum bulbosum,"Turnip-rooted chervil, Tuberous-rooted chervil, Bulbous chervil, Parsnip chervil",4,2,5,1,48,8,0.5,5,Root and tuberous,Apiaceae,No group,0,"No serious disease problems,","Birds,Mice,Voles,","Neutral,","Sandy loam,","Full sun,","High moisture,Well-drained,",,,,,,,"February,March,","August,July,","February,March,","August,July,","February,March,","August,July,","February,January,","July,June,","February,January,","July,June,",,,,,https://cdn.sympathink.com/wp-content/uploads/root-chervil-chaerophyllum-bulbosum-60x45.jpg
Rose Gold Potato,Solanum tuberosum (Phureja Group),,5,4,3,5,27,10,4,3,Root and tuberous,Solanaceae,Potato,0,"Early blight,Late blight,Scab,","Aphids,Colorado potato beetles,Flea beetles,Leafhoppers,","Acidic,","Sandy,","Full sun,","Loose,Well-drained,",,,"June,May,","August,July,October,September,","June,May,","August,July,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,","August,July,June,May,September,","April,March,","August,July,June,May,September,","April,March,October,September,","August,December,July,June,May,November,October,September,","April,March,October,September,","August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/root-chervil-chaerophyllum-bulbosum-60x45.jpg
Rosemary,Rosmarinus officinalis,Anthos,1,4,1,1,30,21,0.5,3,Herbs,Lamiaceae,No group,0,"Powdery mildew,","Mealybugs,Scales,Whiteflies,","Alkaline,Neutral,Slightly acidic,","Loam,Sandy,","Full sun,","Well-drained,",,,"April,June,March,May,","September,","April,June,March,May,","September,","April,February,March,May,","September,","April,February,March,May,","September,","April,February,January,March,May,","August,July,June,","April,February,January,March,May,","August,July,June,","April,December,February,January,March,","August,July,June,May,","April,December,February,January,March,","August,July,June,May,",,,https://cdn.sympathink.com/wp-content/uploads/rosemary-rosmarinus-officinalis-60x40.jpg
Rutabaga,Brassica napus subsp. rapifera,"Swede, Neep, Swedish turnip",4,1,3,5,24,6,0.5,2,Root and tuberous,Brassicaceae,No group,0,"Black rot,Blackleg,Turnip mosaic virus,","Cabbage root maggots,Flea beetles,","Slightly acidic,","Loam,","Full sun,Part shade,","Well-drained,","June,","September,","July,June,","October,September,","July,June,","October,September,","August,July,","November,October,","August,July,","November,October,","August,October,September,","December,January,November,","December,November,October,","December,February,January,","December,November,","February,March,","December,January,","April,March,",,,https://cdn.sympathink.com/wp-content/uploads/rutabaga-brassica-napus-rapifera-60x60.jpg
Sage,Salvia officinalis,"Garden sage, common sage, culinary sage",2,2,2,2,21,17,0.5,3,Herbs,Lamiaceae,No group,0,"Fungal leaf spots,Powdery mildew,Rust,Stem rot,","Aphids,Spider mites,Whiteflies,","Acidic,Neutral,Slightly alkaline,","Loam,Sandy,","Full sun,","Well-drained,",,,"April,June,March,May,","August,July,September,","April,June,March,May,","August,July,September,","April,February,March,May,","August,July,June,September,","April,February,March,May,","August,July,June,September,","April,February,March,May,","August,July,June,May,","April,February,March,May,","August,July,June,May,","April,March,October,September,","August,December,July,June,May,November,October,September,","April,March,October,September,","August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/sage-salvia-officinalis-60x34.jpg
Salsify,Tragopogon porrifolius,"Purple salsify, Common salsify, Oyster plant, Vegetable oyster, Jerusalem star, Goatsbeard",1,2,3,1,47,3.5,0.5,4,Root and tuberous,Asteraceae,No group,0,"No serious disease problems,","No serious pest problems,","Slightly acidic,","Loam,","Full sun,","Well-drained,",,,,,"May,","June,May,","April,May,","April,June,May,","April,March,","April,March,May,","April,March,","April,March,May,","November,October,","December,November,October,","August,September,","August,October,September,","December,November,","December,January,November,",,,https://cdn.sympathink.com/wp-content/uploads/salsify-tragopogon-porrifolius-60x35.jpg
Serrano Pepper,Capsicum annuum,,2,3,4,2,30,18,0.25,3,Fruits,Solanaceae,Pepper,0,"Blossom-end rot,Cucumber mosaic virus,","Aphids,Borers,Tarnished plant bugs,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,June,March,May,","August,July,","April,June,March,May,","August,July,","April,February,March,May,","August,July,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,June,","April,February,March,May,","August,July,June,","April,December,March,","July,June,","April,December,March,","July,June,",,,https://cdn.sympathink.com/wp-content/uploads/serrano-pepper-capsicum-annuum-60x40.jpg
Shallot,Allium cepa var. aggregatum ,Eschalot,3,3,4,3,18,1,0.25,3,Bulb & stem,Amaryllidaceae,Onion,0,"No serious disease problems,","Onion maggots,Thrips,","Slightly acidic,","Loam,","Full sun,Part shade,","Well-drained,",,,"April,March,May,","August,September,","April,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,September,","December,February,January,March,November,","April,August,July,June,March,May,","December,February,January,March,November,","April,August,July,June,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/shallot-allium-cepa-aggregatum-60x40.jpg
Siberian Kale,Brassica napus,,1,2,1,2,27,15,0.5,2,Leaf,Brassicaceae,Kale,0,"Alternaria,Black rot,Blackleg,Clubroot,","Aphids,Birds,Cabbage loopers,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Nematodes,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,Part shade,","Well-drained,","April,July,June,March,May,","August,July,June,May,","April,August,July,June,May,September,","August,July,June,May,October,September,","April,August,July,June,May,September,","August,July,June,May,October,September,","April,August,July,June,May,September,","April,August,July,June,May,October,September,","April,August,July,June,May,September,","April,August,July,June,May,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/siberian-kale-brassica-napus-60x107.jpg
Snap Pea,Pisum sativum var. macrocarpon,"Sugar snap pea, mangetout",3,2,2,4,54,2.5,1.5,3,Podded,Fabaceae,Pea,0,"Powdery mildew,Seed decay,Seedling root rots,Wilts,","Aphids,Seedcorn maggots,","Neutral,Slightly acidic,","Loam,","Full sun,Part shade,","Well-drained,",,,"April,June,May,","August,July,June,","April,June,May,","August,July,June,","April,May,","August,July,June,","April,May,","August,July,June,","April,June,March,May,","August,July,June,September,","April,June,March,May,","August,July,June,September,","February,January,March,","April,March,May,","February,January,March,","April,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/snap-pea-pisum-sativum-macrocarpon-60x40.jpg
Snow Pea,Pisum sativum var. saccharatum,Mangetout,3,2,2,4,54,2.5,1.5,3,Podded,Fabaceae,Pea,0,"Powdery mildew,Seed decay,Seedling root rots,Wilts,","Aphids,Seedcorn maggots,","Neutral,Slightly acidic,","Loam,","Full sun,Part shade,","Well-drained,",,,"April,June,May,","August,July,June,","April,June,May,","August,July,June,","April,May,","August,July,June,","April,May,","August,July,June,","April,June,March,May,","August,July,June,September,","April,June,March,May,","August,July,June,September,","February,January,March,","April,March,May,","February,January,March,","April,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/snow-pea-pisum-sativum-saccharatum-60x45.jpg
Soybean,Glycine max,Soya bean,4,2,3,4,48,6,2,5,Podded,Fabaceae,Bean,0,"Bacterial blights,Bacterial pustule,Cercospora leaf spot (cercospora kikuchii),Downy mildew,Frogeye leaf spot,Phytophthora,Powdery mildew,Pythium seed rot,Rhizoctonia root rot,Septoria brown spot (septoria glycines),Soybean mosaic,Soybean rust,","Bean leaf beetles,Green cloverworms,Soybean aphids,Stem borers,","Neutral,Slightly acidic,","Loam,","Full sun,","High moisture,Well-drained,",,,,,,,"June,May,","August,July,June,","June,May,","August,July,June,","April,May,","August,July,June,","April,May,","August,July,June,","April,February,March,October,September,","April,December,June,May,November,","April,February,March,October,September,","April,December,June,May,November,",,,https://cdn.sympathink.com/wp-content/uploads/soybean-glycine-max-60x40.jpg
Spanish Onion,Allium cepa,,3,3,4,3,24,4,0.25,3,Bulb & stem,Amaryllidaceae,Onion,0,"Purple blotch,","Onion maggots,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,March,May,","August,September,","April,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,September,","December,February,January,March,November,","April,August,July,June,March,May,","December,February,January,March,November,","April,August,July,June,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/spanish-onion-allium-cepa-60x47.jpg
Spearmint,Mentha spicata (or Mentha viridis),"Garden mint, Common mint, Lamb mint, Mackerel mint",1,1,2,2,18,18,0.5,3,Herbs,Lamiaceae,Mint,0,"Anthracnose,Leaf spots,Powdery mildew,Rust,Stem canker,","Mice,","Neutral,Slightly acidic,","Loam,","Full sun,","Well-drained,",,,"April,June,March,May,","August,July,June,","April,June,March,May,","August,July,June,","April,February,March,May,","August,July,June,May,","April,February,March,May,","August,July,June,May,","April,February,March,May,","August,July,June,May,","April,February,March,May,","August,July,June,May,","April,December,February,March,","April,July,June,March,May,","April,December,February,March,","April,July,June,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/spearmint-mentha-spicata-60x45.jpg
Spinach,Spinacia oleracea,,5,5,4,5,9,4,0.5,3,Leaf,Amaranthaceae,Spinach,0,"Downy mildew,Mosaic virus,","Birds,Leafminers,","Neutral,Slightly acidic,","Loam,","Full sun,Part shade,","High moisture,Well-drained,",,,"April,August,July,June,May,","August,July,June,October,September,","April,August,July,June,May,","August,July,June,October,September,","April,May,","July,June,","April,May,","July,June,","April,August,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,July,June,March,May,October,September,","August,July,June,May,November,October,September,","February,March,November,October,","April,December,July,June,May,November,","February,March,November,October,","April,December,July,June,May,November,",,,https://cdn.sympathink.com/wp-content/uploads/spinach-spinacia-oleracea-60x45.jpg
Strawberry Spinach,Chenopodium capitatum (or Blitum capitatum),"Strawberry blite, Beetberry, Blite goosefoot, Strawberry goosefoot, Indian paint, Indian ink, Strawberry pigweed, Strawberry sticks",1,5,2,1,18,1.5,0.5,3,Leaf,Amaranthaceae,Spinach,0,"No serious disease problems,","No serious pest problems,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"June,May,","August,September,","June,May,","August,September,","April,May,","August,July,September,","April,May,","August,July,September,","April,May,","August,July,September,","April,March,","July,June,","February,March,","June,May,","February,March,","June,May,",,,https://cdn.sympathink.com/wp-content/uploads/strawberry-spinach-chenopodium-capitatum-60x45.jpg
Summer Savory,Satureja hortensis,Savory,1,1,1,1,18,10,0.25,3,Herbs,Lamiaceae,No group,0,"No serious disease problems,","No serious pest problems,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"June,","September,","June,","September,","June,May,","August,September,","June,May,","August,September,","June,May,","August,September,","April,May,","August,July,September,","April,May,","August,July,September,","April,May,","August,July,September,",,,https://cdn.sympathink.com/wp-content/uploads/summer-savory-satureja-hortensis-60x45.jpg
Swedish Turnip or Canola,Brassica rapus,,3,1,3,4,60,20,0.5,2,Bulb & stem,Brassicaceae,No group,0,"Clubroot,","Cabbage root flies,","Neutral,","Loam,","Full sun,","Well-drained,","June,May,","August,September,","June,May,","August,September,","June,May,","August,September,","April,May,","August,July,","April,May,","August,July,","April,May,","August,July,",,,,,,,,,https://cdn.sympathink.com/wp-content/uploads/summer-savory-satureja-hortensis-60x45.jpg
Sweet Corn,Zea mays var. rugosa,"Sugar corn, pole corn",3,1,4,3,60,5,1,4,Flowers & flower buds,Poaceae ,Corn,0,"Rust,Smut,","Corn earworms,European corn borers,Seedcorn maggots,","Slightly acidic,","Loam,","Full sun,","Well-drained,",,,,,"June,","August,","May,","August,July,September,","May,","August,July,September,","May,","August,July,September,","April,","August,July,June,September,",,,,,,,https://cdn.sympathink.com/wp-content/uploads/sweet-corn-zea-mays-rugosa-60x40.jpg
Sweet Potato,Ipomoea batatas,,4,5,4,2,14,15,0.5,3,Root and tuberous,Convolvulaceae,Potato,0,"Fungal leaf rot,Stem rot,Sweet potato scurf,White blister,","Flea beetles,Glasshouse red spiders,Two-spotted spider mites,Whiteflies,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,February,June,March,May,","October,September,","April,February,June,March,May,","October,September,","April,February,June,March,May,","October,September,","April,August,July,June,March,May,September,","October,September,","April,February,January,March,May,","August,September,","April,February,January,March,May,","August,September,","December,February,January,March,","July,June,May,","December,February,January,March,","July,June,May,","December,February,January,March,","July,June,May,",https://cdn.sympathink.com/wp-content/uploads/sweet-potato-ipomoea-batatas-60x28.jpg
Tiessen Asparagus,Asparagus officinalis,,4,2,5,3,84,21,8,3,Bulb & stem,Asparagaceae,Asparagus,3,"Crown rot,Fusarium wilt,Rust,","Asparagus beetles,","Neutral,","Loam,","Full sun,Part shade,","Loose soil,",,,"April,March,May,","June,","April,March,May,","June,","April,February,March,May,","May,","April,February,March,May,","May,","April,February,March,","April,May,","April,February,January,March,","April,May,","April,February,January,March,","April,May,",,,,,https://cdn.sympathink.com/wp-content/uploads/sweet-potato-ipomoea-batatas-60x28.jpg
Tomatillo,Physalis philadelphica,Mexican husk tomato,2,2,3,1,42,36,0.5,3,Fruits,Solanaceae,No group,0,"No serious disease problems,","Slugs,Snails,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,June,March,May,","August,July,","April,June,March,May,","August,July,","April,March,May,","August,July,","April,March,May,","August,July,","April,February,March,May,","August,July,June,September,","April,February,March,May,","August,July,June,September,","April,December,February,January,March,","August,July,June,","April,December,February,January,March,","August,July,June,","February,","April,June,May,",https://cdn.sympathink.com/wp-content/uploads/tomatillo-physalis-philadelphica-60x40.jpg
Tomato,Solanum lycopersicum,,4,3,3,4,24,18,0.5,3,Fruits,Solanaceae,Tomato,0,"Blossom-end rot,Catface,Early blight,Fusarium wilt,Late blight,Verticillium wilt,","Aphids,Colorado potato beetles,Cutworms,Flea beetles,Tomato hornworms,Whiteflies,","Acidic,","Loam,","Full sun,","High moisture,Well-drained,",,,"April,June,March,May,","August,July,September,","April,June,March,May,","August,July,September,","April,March,May,","August,July,October,September,","April,March,May,","August,July,October,September,","April,February,March,May,","August,July,June,May,","April,February,March,May,","August,July,June,May,","April,August,February,January,July,June,March,May,September,","August,July,June,May,November,October,September,","April,August,February,January,July,June,March,May,September,","August,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/tomato-solanum-lycopersicum-60x48.jpg
